,playerName,primNat,pos,formClub,formNation,newClub,newNation,transferCost,transferYear
5833,Flávio Conceição,Brazil,Central Midfield,Real Madrid,Spain,Galatasaray,Turkey,0.0,2004
5834,Esteban Cambiasso,Argentina,Defensive Midfield,Real Madrid,Spain,FC Internazionale,Italy,0.0,2004
5835,David Aganzo,Spain,Centre-Forward,Real Madrid,Spain,Racing Santander,Spain,0.0,2004
5836,Antonio Núñez,Spain,Right Winger,Real Madrid,Spain,Liverpool FC,England,0.0,2004
5837,Chupe,Equatorial Guinea,Centre-Forward,Real Madrid,Spain,UD Las Palmas,Spain,?,2004
5838,Jesuli,Spain,Attacking Midfield,Celta de Vigo,Spain,Sevilla FC,Spain,4000000.0,2004
5839,Ariza Makukula,Portugal,Centre-Forward,FC Nantes,France,Sevilla FC,Spain,3500000.0,2004
5840,Adriano,Brazil,Left-Back,Coritiba Foot Ball Club,Brazil,Sevilla FC,Spain,2100000.0,2004
5841,Fernando Sales,Spain,Right Winger,Real Valladolid CF,Spain,Sevilla FC,Spain,1200000.0,2004
5842,Carlos Aranda,Spain,Centre-Forward,Villarreal CF,Spain,Sevilla FC,Spain,725000.0,2004
5843,Renato,Brazil,Central Midfield,Santos FC,Brazil,Sevilla FC,Spain,0.0,2004
5844,Jordi López,Spain,Central Midfield,Real Madrid,Spain,Sevilla FC,Spain,0.0,2004
5845,Antonio Puerta,Spain,Left-Back,Sevilla FC C,Spain,Sevilla FC,Spain,0.0,2004
5846,Marco Navas,Spain,Right Winger,Sevilla FC B,Spain,Sevilla FC,Spain,0.0,2004
5847,Sergio Ramos,Spain,Centre-Back,Sevilla FC B,Spain,Sevilla FC,Spain,0.0,2004
5848,Pablo Ruiz,Spain,Centre-Back,Sevilla FC B,Spain,Sevilla FC,Spain,0.0,2004
5849,Jesús Navas,Spain,Right-Back,Sevilla FC B,Spain,Sevilla FC,Spain,0.0,2004
5850,Alejandro Marañón,Spain,Left-Back,Sevilla FC,Spain,Real Murcia CF,Spain,0.0,2004
5851,Inti Podestá,Uruguay,Defensive Midfield,Sevilla FC,Spain,Danubio FC,Uruguay,0.0,2004
5852,Marcos Vales,Spain,Right Midfield,Sevilla FC,Spain,RCD Mallorca,Spain,0.0,2004
5853,Gerardo Torrado,Mexico,Defensive Midfield,Sevilla FC,Spain,Racing Santander,Spain,0.0,2004
5854,Fredi,Spain,Left Midfield,Sevilla FC,Spain,Cádiz CF,Spain,?,2004
5855,Víctor Salas,Spain,Central Midfield,Sevilla FC,Spain,Polideportivo Ejido,Spain,?,2004
5856,Luis Gil,Spain,Centre-Forward,Sevilla FC,Spain,Elche CF,Spain,?,2004
5858,Federico Magallanes,Uruguay,Centre-Forward,Sevilla FC,Spain,Career break,N/A,0.0,2004
5859,Rafael Clavero,Spain,Left-Back,Real Murcia CF,Spain,CA Osasuna,Spain,0.0,2004
5860,Ludovic Delporte,France,Left Winger,Albacete Balompié,Spain,CA Osasuna,Spain,0.0,2004
5861,Savo Milosevic,Serbia,Centre-Forward,Parma FC,Italy,CA Osasuna,Spain,0.0,2004
5862,Enrique Corrales,Spain,Left-Back,Real Madrid B,Spain,CA Osasuna,Spain,0.0,2004
5863,Fernando Porto,Spain,Centre-Back,CD Ourense,Spain,CA Osasuna,Spain,?,2004
5864,Francisco Jusué,Spain,Centre-Back,Recreativo Huelva,Spain,CA Osasuna,Spain,?,2004
5865,David López,Spain,Central Midfield,CA Osasuna Promesas,Spain,CA Osasuna,Spain,0.0,2004
5866,Miguel Flaño,Spain,Centre-Back,CA Osasuna Promesas,Spain,CA Osasuna,Spain,0.0,2004
5867,César Palacios,Spain,Central Midfield,CA Osasuna,Spain,CD Numancia,Spain,0.0,2004
5868,Antonio López,Spain,Left-Back,CA Osasuna,Spain,Atlético de Madrid,Spain,0.0,2004
5869,Ibrahima Bakayoko,Cote d'Ivoire,Centre-Forward,CA Osasuna,Spain,FC Istres Ouest Provence ,France,0.0,2004
5870,Gorka de Carlos,Spain,Centre-Forward,CA Osasuna,Spain,Real Unión Club,Spain,?,2004
5871,Rafael Olarra,Chile,Centre-Back,CA Osasuna,Spain,CD Universidad Católica,Chile,?,2004
5872,Alfredo,Spain,Defensive Midfield,CA Osasuna,Spain,Elche CF,Spain,?,2004
5873,Gerardo Rivero,Argentina,Right Midfield,CA Osasuna,Spain,Ciudad de Murcia,Spain,?,2004
5874,José Mateo,Spain,Centre-Back,CA Osasuna,Spain,Real Valladolid CF,Spain,?,2004
5875,Gorka García,Spain,Left-Back,CA Osasuna,Spain,Córdoba CF,Spain,?,2004
5876,Sergio Ballesteros,Spain,Centre-Back,Villarreal CF,Spain,RCD Mallorca,Spain,1000000.0,2004
5877,Felipe Melo,Brazil,Centre-Back,Grêmio Foot-Ball Porto Alegrense,Brazil,RCD Mallorca,Spain,0.0,2004
5878,Juan Arango,Venezuela,Left Midfield,Puebla FC,Mexico,RCD Mallorca,Spain,0.0,2004
5879,Mark Iuliano,Italy,Centre-Back,Juventus FC,Italy,RCD Mallorca,Spain,0.0,2004
5880,Marcos Vales,Spain,Right Midfield,Sevilla FC,Spain,RCD Mallorca,Spain,0.0,2004
5881,Patrick Müller,Switzerland,Centre-Back,Olympique Lyon,France,RCD Mallorca,Spain,0.0,2004
5882,Luis García,Spain,Central Midfield,Real Murcia CF,Spain,RCD Mallorca,Spain,?,2004
5883,Miguel Ángel Moyá,Spain,Goalkeeper,RCD Mallorca B,Spain,RCD Mallorca,Spain,0.0,2004
5884,Víctor Casadesús,Spain,Centre-Forward,RCD Mallorca B,Spain,RCD Mallorca,Spain,0.0,2004
5885,Samuel Eto'o,Cameroon,Centre-Forward,RCD Mallorca,Spain,FC Barcelona,Spain,27000000.0,2004
5886,Patrick Müller,Switzerland,Centre-Back,RCD Mallorca,Spain,FC Basel 1893,Switzerland,0.0,2004
5887,Rogério Cannellini,Brazil,Defensive Midfield,RCD Mallorca,Spain,Skoda Xanthi,Greece,0.0,2004
5888,Txomin Nagore,Spain,Central Midfield,RCD Mallorca,Spain,Celta de Vigo,Spain,0.0,2004
5889,Raúl Martín,Spain,Right Midfield,RCD Mallorca,Spain,CD Tenerife,Spain,0.0,2004
5890,Martín Ligüera,Uruguay,Attacking Midfield,RCD Mallorca,Spain,Club Nacional,Uruguay,0.0,2004
5891,Toni González,Spain,Attacking Midfield,RCD Mallorca,Spain,Ciudad de Murcia,Spain,0.0,2004
5892,Arnold Bruggink,Netherlands,Attacking Midfield,RCD Mallorca,Spain,SC Heerenveen,Netherlands,0.0,2004
5893,Leo Franco,Argentina,Goalkeeper,RCD Mallorca,Spain,Atlético de Madrid,Spain,0.0,2004
5894,Miki,Spain,Goalkeeper,RCD Mallorca,Spain,Ciudad de Murcia,Spain,0.0,2004
5895,Vicente,Spain,Defensive Midfield,RCD Mallorca,Spain,Elche CF,Spain,0.0,2004
5896,Jovan Stankovic,Serbia,Left Midfield,RCD Mallorca,Spain,UE Lleida,Spain,0.0,2004
5897,Daniel Hansen,Norway,Centre-Forward,RCD Mallorca,Spain,Nybergsund,Norway,?,2004
5902,Edú,Brazil,Second Striker,Celta de Vigo,Spain,Real Betis Balompié,Spain,5500000.0,2004
5903,Ricardo Oliveira,Brazil,Centre-Forward,Valencia CF,Spain,Real Betis Balompié,Spain,4500000.0,2004
5904,Paolo Castellini,Italy,Left-Back,Torino Calcio,Italy,Real Betis Balompié,Spain,950000.0,2004
5905,Martín Palermo,Argentina,Centre-Forward,Real Betis Balompié,Spain,CA Boca Juniors,Argentina,0.0,2004
5906,Joey Gudjónsson,Iceland,Central Midfield,Real Betis Balompié,Spain,Leicester City,England,0.0,2004
5907,David Belenguer,Spain,Centre-Back,Real Betis Balompié,Spain,Getafe CF,Spain,0.0,2004
5908,Gastón Casas,Argentina,Centre-Forward,Real Betis Balompié,Spain,AA Argentinos Juniors,Argentina,?,2004
5909,Mingo,Spain,Left-Back,Real Betis Balompié,Spain,Albacete Balompié,Spain,?,2004
5910,Ronny Gaspercic,Belgium,Goalkeeper,Real Betis Balompié,Spain,Albacete Balompié,Spain,?,2004
5911,Óscar González,Spain,Attacking Midfield,Real Valladolid CF,Spain,Real Zaragoza,Spain,2600000.0,2004
5912,Agustín Aranzabal,Spain,Left-Back,Real Sociedad,Spain,Real Zaragoza,Spain,800000.0,2004
5913,Luis García,Spain,Goalkeeper,CD Numancia,Spain,Real Zaragoza,Spain,450000.0,2004
5914,Javi Moreno,Spain,Centre-Forward,Atlético de Madrid,Spain,Real Zaragoza,Spain,0.0,2004
5915,García Granero,Spain,Left Midfield,Elche CF,Spain,Real Zaragoza,Spain,0.0,2004
5916,José María Movilla,Spain,Defensive Midfield,Atlético de Madrid,Spain,Real Zaragoza,Spain,0.0,2004
5917,Jorge Zaparaín,Spain,Goalkeeper,Universidad Saragossa ( -2013),Spain,Real Zaragoza,Spain,0.0,2004
5918,Rubén Falcón,Spain,Goalkeeper,Real Zaragoza B,Spain,Real Zaragoza,Spain,0.0,2004
5919,Alberto Zapater,Spain,Defensive Midfield,Real Zaragoza U19,Spain,Real Zaragoza,Spain,0.0,2004
5920,Juanele,Spain,Second Striker,Real Zaragoza,Spain,Terrassa FC,Spain,0.0,2004
5921,Mate Bilic,Croatia,Centre-Forward,Real Zaragoza,Spain,Córdoba CF,Spain,0.0,2004
5922,Iñaki Hurtado,Spain,Right Midfield,Real Zaragoza,Spain,Real Valladolid CF,Spain,0.0,2004
5923,Jordi Ferrón,Spain,Right-Back,Real Zaragoza,Spain,Albacete Balompié,Spain,0.0,2004
5924,Miguel Rebosio,Peru,Centre-Back,Real Zaragoza,Spain,UD Almería,Spain,0.0,2004
5925,Martín Vellisca,Spain,Left Midfield,Real Zaragoza,Spain,UD Almería,Spain,0.0,2004
5926,Yordi,Spain,Centre-Forward,Real Zaragoza,Spain,Getafe CF,Spain,?,2004
5927,Miguel García,Spain,Central Midfield,Real Zaragoza,Spain,SD Ponferradina,Spain,?,2004
5928,Paco Jémez,Spain,Centre-Back,Real Zaragoza,Spain,Rayo Vallecano,Spain,?,2004
5930,Samuel Eto'o,Cameroon,Centre-Forward,RCD Mallorca,Spain,FC Barcelona,Spain,27000000.0,2004
5931,Deco,Portugal,Attacking Midfield,FC Porto,Portugal,FC Barcelona,Spain,21000000.0,2004
5932,Ludovic Giuly,France,Right Winger,AS Monaco,France,FC Barcelona,Spain,8500000.0,2004
5933,Edmílson,Brazil,Defensive Midfield,Olympique Lyon,France,FC Barcelona,Spain,8000000.0,2004
5934,Maxi López,Argentina,Centre-Forward,CA River Plate,Argentina,FC Barcelona,Spain,6500000.0,2004
5935,Juliano Belletti,Brazil,Right-Back,Villarreal CF,Spain,FC Barcelona,Spain,6000000.0,2004
5936,Sylvinho,Brazil,Left-Back,Celta de Vigo,Spain,FC Barcelona,Spain,1500000.0,2004
5937,Henrik Larsson,Sweden,Centre-Forward,Celtic FC,Scotland,FC Barcelona,Spain,0.0,2004
5938,Giovanni van Bronckhorst,Netherlands,Left-Back,Arsenal FC,England,FC Barcelona,Spain,0.0,2004
5939,Demetrio Albertini,Italy,Defensive Midfield,Atalanta BC,Italy,FC Barcelona,Spain,0.0,2004
5940,Damià Abella,Spain,Right-Back,FC Barcelona B,Spain,FC Barcelona,Spain,0.0,2004
5941,Albert Jorquera,Spain,Goalkeeper,FC Barcelona B,Spain,FC Barcelona,Spain,0.0,2004
5942,Luis García,Spain,Right Winger,FC Barcelona,Spain,Liverpool FC,England,8750000.0,2004
5943,Ricardo Quaresma,Portugal,Right Winger,FC Barcelona,Spain,FC Porto,Portugal,6000000.0,2004
5944,Robert Enke,Germany,Goalkeeper,FC Barcelona,Spain,Hannover 96,Germany,0.0,2004
5945,Dani García,Spain,Centre-Forward,FC Barcelona,Spain,RCD Espanyol Barcelona,Spain,0.0,2004
5946,Michael Reiziger,Netherlands,Right-Back,FC Barcelona,Spain,Middlesbrough FC,England,0.0,2004
5947,Patrick Kluivert,Netherlands,Centre-Forward,FC Barcelona,Spain,Newcastle United,England,0.0,2004
5948,Phillip Cocu,Netherlands,Defensive Midfield,FC Barcelona,Spain,PSV Eindhoven,Netherlands,0.0,2004
5949,Marc Overmars,Netherlands,Left Winger,FC Barcelona,Spain,Career break,N/A,0.0,2004
5951,Morten Skoubo,Denmark,Centre-Forward,Bröndby IF,Denmark,Real Sociedad,Spain,2500000.0,2005
5952,Dalibor Stevanovic,Slovenia,Central Midfield,NK Domzale,Slovenia,Real Sociedad,Spain,1000000.0,2005
5953,Daniel Cifuentes,Spain,Centre-Back,SD Eibar,Spain,Real Sociedad,Spain,0.0,2005
5954,Álvaro Novo,Spain,Right Midfield,Atlético de Madrid,Spain,Real Sociedad,Spain,?,2005
5955,Gaizka Garitano,Spain,Defensive Midfield,SD Eibar,Spain,Real Sociedad,Spain,?,2005
5956,Iñigo Díaz de Cerio,Spain,Centre-Forward,Real Sociedad B,Spain,Real Sociedad,Spain,0.0,2005
5957,Ion Ansotegi,Spain,Centre-Back,Real Sociedad B,Spain,Real Sociedad,Spain,0.0,2005
5958,Gorka Larrea,Spain,Central Midfield,Real Sociedad B,Spain,Real Sociedad,Spain,0.0,2005
5959,Mikel Arteta,Spain,Central Midfield,Real Sociedad,Spain,Everton FC,England,2800000.0,2005
5960,Chun-soo Lee,"Korea, South",Second Striker,Real Sociedad,Spain,Ulsan Hyundai,"Korea, South",2000000.0,2005
5961,Luiz Alberto,Brazil,Centre-Back,Real Sociedad,Spain,Santos FC,Brazil,0.0,2005
5962,Sander Westerveld,Netherlands,Goalkeeper,Real Sociedad,Spain,Portsmouth FC,England,0.0,2005
5965,Oskitz Estefanía,Spain,Left Winger,Real Sociedad,Spain,Real Sociedad B,Spain,0.0,2005
5966,Jajá,Brazil,Centre-Forward,Feyenoord Rotterdam,Netherlands,Getafe CF,Spain,1000000.0,2005
5967,Dani Güiza,Spain,Centre-Forward,Ciudad de Murcia,Spain,Getafe CF,Spain,800000.0,2005
5968,Veljko Paunovic,Serbia,Centre-Forward,Atlético de Madrid,Spain,Getafe CF,Spain,0.0,2005
5969,Luis García,Spain,Goalkeeper,Real Zaragoza,Spain,Getafe CF,Spain,0.0,2005
5970,Fabio Celestini,Switzerland,Defensive Midfield,Olympique Marseille,France,Getafe CF,Spain,0.0,2005
5971,Cosmin Contra,Romania,Right-Back,Atlético de Madrid,Spain,Getafe CF,Spain,0.0,2005
5972,Aníbal Matellán,Argentina,Centre-Back,CA Boca Juniors,Argentina,Getafe CF,Spain,0.0,2005
5973,Alberto Aguilar,Spain,Centre-Back,Málaga CF B,Spain,Getafe CF,Spain,0.0,2005
5974,Pablo Redondo,Spain,Attacking Midfield,Albacete Balompié,Spain,Getafe CF,Spain,0.0,2005
5975,Javier Paredes,Spain,Left-Back,Real Madrid Castilla,Spain,Getafe CF,Spain,?,2005
5976,Nano,Spain,Left-Back,Atlético de Madrid,Spain,Getafe CF,Spain,?,2005
5977,Nano Rivas,Spain,Centre-Back,Getafe CF,Spain,Real Betis Balompié,Spain,600000.0,2005
5978,Alberto Ruiz,Spain,Attacking Midfield,Getafe CF,Spain,Elche CF,Spain,0.0,2005
5979,Iván Amaya,Spain,Centre-Back,Getafe CF,Spain,Ciudad de Murcia,Spain,0.0,2005
5980,Javier Sanchez Broto,Spain,Goalkeeper,Getafe CF,Spain,Hércules CF,Spain,0.0,2005
5981,Quique Medina,Spain,Centre-Back,Getafe CF,Spain,Elche CF,Spain,0.0,2005
5982,Daniel Komé,Cameroon,Right Winger,Getafe CF,Spain,Ciudad de Murcia,Spain,?,2005
5983,José Manuel Yanguas,Spain,Right-Back,Getafe CF,Spain,CD Numancia,Spain,?,2005
5984,Yordi,Spain,Centre-Forward,Getafe CF,Spain,RCD Mallorca,Spain,?,2005
5985,Jaime Asen,Spain,Centre-Forward,Getafe CF,Spain,CF Extremadura,Spain,?,2005
5986,Lucas Lobos,Mexico,Second Striker,Club de Gimnasia y Esgrima La Plata,Argentina,Cádiz CF,Spain,1600000.0,2005
5987,Alejandro Limia,Argentina,Goalkeeper,Arsenal Fútbol Club,Argentina,Cádiz CF,Spain,500000.0,2005
5988,Alexander Medina,Uruguay,Centre-Forward,Club Nacional,Uruguay,Cádiz CF,Spain,500000.0,2005
5989,Luciano Vella,Argentina,Right-Back,CA Newell's Old Boys,Argentina,Cádiz CF,Spain,400000.0,2005
5990,Mário Silva,Portugal,Left-Back,FC Porto,Portugal,Cádiz CF,Spain,0.0,2005
5991,Marc Bertrán,Spain,Right-Back,RCD Espanyol Barcelona,Spain,Cádiz CF,Spain,0.0,2005
5992,Eduardo Berizzo,Argentina,Centre-Back,Celta de Vigo,Spain,Cádiz CF,Spain,0.0,2005
5993,Iván Ania,Spain,Left Midfield,Gimnàstic de Tarragona,Spain,Cádiz CF,Spain,0.0,2005
5994,Fernando Morán,Spain,Right Midfield,Racing Santander,Spain,Cádiz CF,Spain,0.0,2005
5995,Manuel de Gomar,Spain,Second Striker,Cádiz CF,Spain,Rayo Vallecano,Spain,0.0,2005
5996,Fredi,Spain,Left Midfield,Cádiz CF,Spain,CD Castellón,Spain,0.0,2005
5997,Jesuli Velázquez,Spain,Defence,Cádiz CF,Spain,Lorca Deportiva CF,Spain,0.0,2005
5998,Dani Navarrete,Spain,Right Winger,Cádiz CF,Spain,Hércules CF,Spain,?,2005
5999,Wesley,Brazil,Second Striker,FC Penafiel,Portugal,Deportivo Alavés,Spain,1400000.0,2005
6000,Poli,Spain,Left-Back,RCD Mallorca,Spain,Deportivo Alavés,Spain,0.0,2005
6001,Arthuro,Brazil,Centre-Forward,Sporting Gijón,Spain,Deportivo Alavés,Spain,0.0,2005
6002,Mehdi Lacen,Algeria,Defensive Midfield,Association sportive de Valence ,France,Deportivo Alavés,Spain,0.0,2005
6003,Élton,Brazil,Defensive Midfield,Santos FC,Brazil,Deportivo Alavés,Spain,0.0,2005
6004,Franco Costanzo,Argentina,Goalkeeper,CA River Plate,Argentina,Deportivo Alavés,Spain,0.0,2005
6005,Mauricio Pellegrino,Argentina,Centre-Back,Liverpool FC,England,Deportivo Alavés,Spain,0.0,2005
6006,Juanito,Spain,Defensive Midfield,Málaga CF,Spain,Deportivo Alavés,Spain,0.0,2005
6007,John Aloisi,Australia,Centre-Forward,CA Osasuna,Spain,Deportivo Alavés,Spain,0.0,2005
6008,Henri Antchouet,Gabon,Centre-Forward,CF Os Belenenses,Portugal,Deportivo Alavés,Spain,0.0,2005
6009,Jandro,Spain,Attacking Midfield,Celta de Vigo,Spain,Deportivo Alavés,Spain,?,2005
6010,Bernardo Domínguez,Spain,Goalkeeper,SD Huesca,Spain,Deportivo Alavés,Spain,?,2005
6011,Remond Mendy,Senegal,Centre-Forward,ASC Jeanne d'Arc Dakar,Senegal,Deportivo Alavés,Spain,?,2005
6012,José María Mena,Spain,Centre-Forward,Xerez CD,Spain,Deportivo Alavés,Spain,?,2005
6013,Andrea Orlandi,Italy,Central Midfield,Deportivo Alavés B,Spain,Deportivo Alavés,Spain,0.0,2005
6014,Alejandro Lombardero,Spain,Midfield,Deportivo Alavés,Spain,UDA Gramenet,Spain,0.0,2005
6015,Maximiliano Flotta,Argentina,Centre-Back,Deportivo Alavés,Spain,CD Atlético Huila,Colombia,0.0,2005
6016,Nacho Fernández,Spain,Central Midfield,Deportivo Alavés,Spain,Racing Ferrol,Spain,0.0,2005
6017,Kiko Lacasa,Spain,Centre-Forward,Deportivo Alavés,Spain,Polideportivo Ejido,Spain,0.0,2005
6018,Edu Aguilar,Spain,Midfield,Deportivo Alavés,Spain,CF Reus Deportiu,Spain,0.0,2005
6019,Juan Pablo Colinas,Spain,Goalkeeper,Deportivo Alavés,Spain,CD Numancia,Spain,0.0,2005
6020,Juan Epitié,Equatorial Guinea,Centre-Forward,Deportivo Alavés,Spain,CD Castellón,Spain,0.0,2005
6021,Younes Bengelloun,France,Centre-Back,Deportivo Alavés,Spain,US Raon-l'Étape,France,0.0,2005
6022,Eneko Romo,Spain,Attacking Midfield,Deportivo Alavés,Spain,Rayo Vallecano,Spain,?,2005
6023,Ángel Sánchez,Spain,Left-Back,Deportivo Alavés,Spain,Ciudad de Murcia,Spain,?,2005
6024,Abel Valenzuela,Spain,Centre-Back,Deportivo Alavés,Spain,UD Salamanca,Spain,?,2005
6025,Juvenal Edjogo,Equatorial Guinea,Central Midfield,Deportivo Alavés,Spain,Recreativo Huelva,Spain,?,2005
6028,Richard Morales,Uruguay,Centre-Forward,CA Osasuna,Spain,Málaga CF,Spain,1400000.0,2005
6029,Nacho,Spain,Left-Back,Levante UD,Spain,Málaga CF,Spain,120000.0,2005
6030,Pablo Couñago,Spain,Centre-Forward,Ipswich Town,England,Málaga CF,Spain,0.0,2005
6031,Jorge Pina,Spain,Attacking Midfield,Racing Ferrol,Spain,Málaga CF,Spain,0.0,2005
6032,Gabriel,Brazil,Right-Back,Fluminense Football Club,Brazil,Málaga CF,Spain,0.0,2005
6033,Salva Ballesta,Spain,Centre-Forward,Valencia CF,Spain,Málaga CF,Spain,0.0,2005
6034,Antonio Hidalgo,Spain,Central Midfield,CD Tenerife,Spain,Málaga CF,Spain,0.0,2005
6035,Borja Ramos,Spain,Left Winger,UD Las Palmas,Spain,Málaga CF,Spain,?,2005
6036,Ricardo Bóvio,Brazil,Defensive Midfield,Santos FC,Brazil,Málaga CF,Spain,?,2005
6037,Jesús Gámez,Spain,Right-Back,Málaga CF B,Spain,Málaga CF,Spain,0.0,2005
6038,Paco Esteban,Spain,Centre-Forward,Málaga CF B,Spain,Málaga CF,Spain,0.0,2005
6039,Saúl,Spain,Attacking Midfield,Málaga CF B,Spain,Málaga CF,Spain,0.0,2005
6040,Álvaro Silva,Philippines,Centre-Back,Málaga CF B,Spain,Málaga CF,Spain,0.0,2005
6041,Iñaki Goitia,Spain,Goalkeeper,Málaga CF B,Spain,Málaga CF,Spain,0.0,2005
6042,Fernando Usero,Spain,Central Midfield,Málaga CF B,Spain,Málaga CF,Spain,0.0,2005
6043,Miguel Ángel,Spain,Defensive Midfield,Málaga CF,Spain,Real Betis Balompié,Spain,2000000.0,2005
6044,Rafa González,Spain,Goalkeeper,Málaga CF,Spain,Real Oviedo,Spain,0.0,2005
6045,José Luque,Spain,Left Midfield,Málaga CF,Spain,Ciudad de Murcia,Spain,0.0,2005
6046,Raúl Iznata,Spain,Left-Back,Málaga CF,Spain,Rayo Vallecano,Spain,0.0,2005
6047,Paulo Wanchope,Costa Rica,Centre-Forward,Málaga CF,Spain,Al-Gharafa SC,Qatar,0.0,2005
6048,Juanito,Spain,Defensive Midfield,Málaga CF,Spain,Deportivo Alavés,Spain,0.0,2005
6049,Márcio Amoroso,Brazil,Centre-Forward,Málaga CF,Spain,São Paulo Futebol Clube,Brazil,0.0,2005
6050,Paco Esteban,Spain,Centre-Forward,Málaga CF,Spain,Ciudad de Murcia,Spain,?,2005
6051,Fernando Baiano,Brazil,Centre-Forward,Málaga CF,Spain,Celta de Vigo,Spain,?,2005
6052,Juan Román Riquelme,Argentina,Attacking Midfield,FC Barcelona,Spain,Villarreal CF,Spain,8000000.0,2005
6053,Jan Kromkamp,Netherlands,Right-Back,AZ Alkmaar,Netherlands,Villarreal CF,Spain,6000000.0,2005
6054,Mariano Barbosa,Argentina,Goalkeeper,CA Banfield,Argentina,Villarreal CF,Spain,2000000.0,2005
6055,Antonio Valencia,Ecuador,Right-Back,CD El Nacional,Ecuador,Villarreal CF,Spain,2000000.0,2005
6056,Guillermo Franco,Mexico,Centre-Forward,CF Monterrey,Mexico,Villarreal CF,Spain,1800000.0,2005
6057,Sebastián Viera,Uruguay,Goalkeeper,Club Nacional,Uruguay,Villarreal CF,Spain,0.0,2005
6058,Josemi,Spain,Centre-Back,Liverpool FC,England,Villarreal CF,Spain,0.0,2005
6059,César Arzo,Spain,Centre-Back,Villarreal CF B,Spain,Villarreal CF,Spain,0.0,2005
6060,Pepe Reina,Spain,Goalkeeper,Villarreal CF,Spain,Liverpool FC,England,9800000.0,2005
6061,Luciano Figueroa,Argentina,Centre-Forward,Villarreal CF,Spain,CA River Plate,Argentina,1650000.0,2005
6062,Sebastián Battaglia,Argentina,Defensive Midfield,Villarreal CF,Spain,CA Boca Juniors,Argentina,1400000.0,2005
6063,Jan Kromkamp,Netherlands,Right-Back,Villarreal CF,Spain,Liverpool FC,England,0.0,2005
6064,Verza,Spain,Midfield,Villarreal CF,Spain,Córdoba CF,Spain,?,2005
6065,David Villa,Spain,Centre-Forward,Real Zaragoza,Spain,Valencia CF,Spain,12000000.0,2005
6066,Miguel,Portugal,Right-Back,SL Benfica,Portugal,Valencia CF,Spain,8000000.0,2005
6067,José Enrique,Spain,Left-Back,Levante UD B,Spain,Valencia CF,Spain,1800000.0,2005
6068,Mario Regueiro,Uruguay,Left Winger,Racing Santander,Spain,Valencia CF,Spain,1200000.0,2005
6069,Fabián Estoyanoff,Uruguay,Right Midfield,CA Fénix,Uruguay,Valencia CF,Spain,800000.0,2005
6070,João Moreira,Portugal,Centre-Forward,Clube Futebol Estrela da Amadora,Portugal,Valencia CF,Spain,770000.0,2005
6071,Juan Luis Mora,Spain,Goalkeeper,Levante UD,Spain,Valencia CF,Spain,240000.0,2005
6072,Patrick Kluivert,Netherlands,Centre-Forward,Newcastle United,England,Valencia CF,Spain,0.0,2005
6073,Edú Gaspar,Brazil,Central Midfield,Arsenal FC,England,Valencia CF,Spain,0.0,2005
6074,Manuel Ruz,Spain,Right-Back,Valencia CF U19,Spain,Valencia CF,Spain,0.0,2005
6075,Miguel Pallardó,Spain,Central Midfield,Valencia CF B,Spain,Valencia CF,Spain,0.0,2005
6076,Mohamed Sissoko,Mali,Defensive Midfield,Valencia CF,Spain,Liverpool FC,England,12000000.0,2005
6077,Fabián Canobbio,Uruguay,Attacking Midfield,Valencia CF,Spain,Celta de Vigo,Spain,1500000.0,2005
6078,Salva Ballesta,Spain,Centre-Forward,Valencia CF,Spain,Málaga CF,Spain,0.0,2005
6079,Andrés Palop,Spain,Goalkeeper,Valencia CF,Spain,Sevilla FC,Spain,0.0,2005
6080,Xisco Muñoz,Spain,Second Striker,Valencia CF,Spain,Real Betis Balompié,Spain,0.0,2005
6081,Líbero Parri,Spain,Attacking Midfield,Valencia CF,Spain,Albacete Balompié,Spain,0.0,2005
