,playerName,primNat,pos,formClub,formNation,newClub,newNation,transferCost,transferYear
2967,Toni,Spain,Defence,CD Tenerife,Spain,UD Las Palmas,Spain,?,1996
2968,José María Buljubasich,Argentina,Goalkeeper,CD Tenerife,Spain,UE Lleida,Spain,?,1996
2969,Pedrag Stankovic,Serbia,Centre-Back,Red Star Belgrade,Serbia,Hércules CF,Spain,2100000.0,1996
2970,Gaby Amato,Argentina,Centre-Forward,CA River Plate,Argentina,Hércules CF,Spain,900000.0,1996
2971,Pablo Morant,Argentina,Centre-Back,Club de Gimnasia y Esgrima La Plata,Argentina,Hércules CF,Spain,?,1996
2972,Paqui,Spain,Left-Back,Real Zaragoza,Spain,Hércules CF,Spain,?,1996
2973,Víctor Javier Ferreras,Spain,Right-Back,Sevilla FC,Spain,Hércules CF,Spain,?,1996
2974,Nemanja Miljanovic,Sweden,Right Midfield,IF Elfsborg,Sweden,Hércules CF,Spain,?,1996
2975,Diego López,Spain,Midfield,Almería CF,Spain,Hércules CF,Spain,?,1996
2976,Gaëtan Huard,France,Goalkeeper,FC Girondins Bordeaux,France,Hércules CF,Spain,?,1996
2977,Andrey Mokh,Russia,Centre-Back,CD Toledo,Spain,Hércules CF,Spain,?,1996
2978,Peter Rufai,Nigeria,Goalkeeper,SC Farense,Portugal,Hércules CF,Spain,?,1996
2979,Flavio Maestri,Peru,Centre-Forward,Club Sporting Cristal,Peru,Hércules CF,Spain,?,1996
2980,Peter Artner,Austria,Defensive Midfield,SV Casino Salzburg,Austria,Hércules CF,Spain,?,1996
2981,Sandro Mendes,Portugal,Defensive Midfield,Vitória Setúbal FC,Portugal,Hércules CF,Spain,?,1996
2982,José Sigüenza,Spain,Attack,Hércules CF,Spain,Real Murcia CF,Spain,0.0,1996
2983,José Javier Meseguer,Spain,Defence,Hércules CF,Spain,Gimnàstic de Tarragona,Spain,?,1996
2984,Luismi Domínguez,Spain,Midfield,Hércules CF,Spain,Almería CF,Spain,?,1996
2985,David de la Hera,Spain,Midfield,Hércules CF,Spain,Albacete Balompié,Spain,?,1996
2986,Gonzalo Arguiñano,Spain,Centre-Back,Hércules CF,Spain,Albacete Balompié,Spain,?,1996
2987,Joaquín Valerio,Spain,Goalkeeper,Hércules CF,Spain,Albacete Balompié,Spain,?,1996
2990,Lyuboslav Penev,Bulgaria,Centre-Forward,Atlético de Madrid,Spain,SD Compostela,Spain,1800000.0,1996
2991,Juan Viedma,Netherlands,Left-Back,NEC Nijmegen,Netherlands,SD Compostela,Spain,0.0,1996
2992,Manuel Mosquera,Spain,Centre-Forward,CF Extremadura,Spain,SD Compostela,Spain,0.0,1996
2993,José Manuel Galdames,Spain,Centre-Back,Athletic Bilbao,Spain,SD Compostela,Spain,?,1996
2994,Goran Saula,Serbia,Centre-Back,FK Vojvodina Novi Sad,Serbia,SD Compostela,Spain,?,1996
2995,Pirri Mori,Spain,Attacking Midfield,Atlético de Madrid,Spain,SD Compostela,Spain,?,1996
2996,Dmitriy Popov,Russia,Right-Back,Racing Santander,Spain,SD Compostela,Spain,?,1996
2997,Carlos Sastre,Spain,Midfield,CF Extremadura,Spain,SD Compostela,Spain,?,1996
2998,Rafa Gómez,Spain,Goalkeeper,Racing Ferrol,Spain,SD Compostela,Spain,?,1996
2999,Saïd Chiba,Morocco,Defensive Midfield,Al-Hilal SFC,Saudi Arabia,SD Compostela,Spain,?,1996
3000,William,Brazil,Centre-Back,SC Bastia,France,SD Compostela,Spain,?,1996
3001,Changui,Spain,Centre-Forward,SD Compostela U19,Spain,SD Compostela,Spain,0.0,1996
3002,Juan Carlos Paniagua,Spain,Centre-Forward,SD Compostela,Spain,Almería CF,Spain,0.0,1996
3003,Dragan Skocic,Croatia,Midfield,SD Compostela,Spain,HNK Rijeka,Croatia,?,1996
3004,Virgilio Hernández,Spain,Left-Back,SD Compostela,Spain,CP Mérida,Spain,?,1996
3005,Fernando Tocornal,Spain,Centre-Back,SD Compostela,Spain,CD Badajoz 1905,Spain,?,1996
3006,Tato Abadía,Spain,Left Midfield,SD Compostela,Spain,CD Logroñés,Spain,?,1996
3007,Fernando Gamboa,Argentina,Centre-Back,CA Boca Juniors,Argentina,Real Oviedo,Spain,1800000.0,1996
3008,Paulo Bento,Portugal,Defensive Midfield,SL Benfica,Portugal,Real Oviedo,Spain,1380000.0,1996
3009,José Aurelio Gay,Spain,Left Midfield,Real Zaragoza,Spain,Real Oviedo,Spain,0.0,1996
3010,Iván Iglesias,Spain,Central Midfield,Sporting Gijón,Spain,Real Oviedo,Spain,?,1996
3011,Juan José Borrelli,Argentina,Attacking Midfield,Panathinaikos Athens,Greece,Real Oviedo,Spain,?,1996
3012,Mitko Stojkovski,North Macedonia,Defensive Midfield,Red Star Belgrade,Serbia,Real Oviedo,Spain,?,1996
3013,Abel Xavier,Portugal,Right-Back,AS Bari,Italy,Real Oviedo,Spain,?,1996
3014,Andrés de la Rosa,Spain,Centre-Back,Real Oviedo,Spain,UE Lleida,Spain,?,1996
3015,Paco Sanz,Spain,Right Midfield,Real Oviedo,Spain,Racing Santander,Spain,?,1996
3016,Simón,Spain,Midfield,Real Oviedo,Spain,Pontevedra CF,Spain,?,1996
3017,Carlos Muñoz,Spain,Attack,Real Oviedo,Spain,Puebla FC,Mexico,?,1996
3018,Pablo Maqueda,Spain,Centre-Forward,Real Oviedo,Spain,Avispa Fukuoka,Japan,?,1996
3019,Pedro Alberto Cano,Spain,Centre-Back,Real Oviedo,Spain,Deportivo Alavés,Spain,?,1996
3020,Armando Álvarez,Spain,Right-Back,Real Oviedo,Spain,Deportivo de La Coruña,Spain,?,1996
3021,Nikola Jerkan,Croatia,Centre-Back,Real Oviedo,Spain,Nottingham Forest,England,?,1996
3022,Paco Luna,Spain,Centre-Forward,Albacete Balompié,Spain,Sporting Gijón,Spain,1800000.0,1996
3023,Yuriy Nikiforov,Russia,Centre-Back,Spartak Moscow,Russia,Sporting Gijón,Spain,1700000.0,1996
3024,Rónald Gómez,Costa Rica,Centre-Forward,LD Alajuelense,Costa Rica,Sporting Gijón,Spain,150000.0,1996
3025,Francisco Liaño,Spain,Goalkeeper,Deportivo de La Coruña,Spain,Sporting Gijón,Spain,0.0,1996
3026,Souza,Brazil,Midfield,Botafogo de Futebol e Regatas,Brazil,Sporting Gijón,Spain,?,1996
3027,Francisco Oliete,Spain,Left-Back,Albacete Balompié,Spain,Sporting Gijón,Spain,?,1996
3028,Dmitriy Cheryshev,Russia,Centre-Forward,Dinamo Moscow,Russia,Sporting Gijón,Spain,?,1996
3029,Javier Villarroya,Spain,Left Midfield,Deportivo de La Coruña,Spain,Sporting Gijón,Spain,?,1996
3030,Urbano,Spain,Centre-Back,Sporting de Gijón B ,Spain,Sporting Gijón,Spain,0.0,1996
3031,Juanjo González,Spain,Goalkeeper,Sporting de Gijón B ,Spain,Sporting Gijón,Spain,0.0,1996
3032,Julio Salinas,Spain,Centre-Forward,Sporting Gijón,Spain,Yokohama Marinos,Japan,120000.0,1996
3033,Raúl Santos,Spain,Centre-Back,Sporting Gijón,Spain,GD Chaves,Portugal,0.0,1996
3034,Dani Bouzas,Spain,Attacking Midfield,Sporting Gijón,Spain,Albacete Balompié,Spain,?,1996
3035,Eloy Olaya,Spain,Centre-Forward,Sporting Gijón,Spain,CD Badajoz 1905,Spain,?,1996
3036,Ramón Fernández,Spain,Goalkeeper,Sporting Gijón,Spain,CD Orense,Spain,?,1996
3037,Rogelio Lamar,Spain,Left-Back,Sporting Gijón,Spain,Levante UD,Spain,?,1996
3038,Rafael Navarro,Spain,Midfield,Sporting Gijón,Spain,Villarreal CF,Spain,?,1996
3039,Juan Muñiz,Spain,Centre-Back,Sporting Gijón,Spain,Rayo Vallecano,Spain,?,1996
3040,Marcos Sequeiros,Spain,Centre-Forward,Sporting Gijón,Spain,CD Badajoz 1905,Spain,?,1996
3041,Iván Iglesias,Spain,Central Midfield,Sporting Gijón,Spain,Real Oviedo,Spain,?,1996
3042,Rasheed Yekini,Nigeria,Centre-Forward,Sporting Gijón,Spain,Vitória Setúbal FC,Portugal,?,1996
3043,Marcel Sabou,Romania,Midfield,Sporting Gijón,Spain,Desportivo Aves (- 2020),Portugal,?,1996
3044,Ariel Ortega,Argentina,Attacking Midfield,CA River Plate,Argentina,Valencia CF,Spain,10200000.0,1996
3045,Valeriy Karpin,Russia,Right Midfield,Real Sociedad,Spain,Valencia CF,Spain,6000000.0,1996
3046,Fernando Cáceres,Argentina,Centre-Back,CA Boca Juniors,Argentina,Valencia CF,Spain,4200000.0,1996
3047,Leandro Machado,Brazil,Centre-Forward,Sport Club Internacional,Brazil,Valencia CF,Spain,4200000.0,1996
3048,Claudio López,Argentina,Centre-Forward,Racing Club,Argentina,Valencia CF,Spain,3360000.0,1996
3049,Goran Vlaovic,Croatia,Centre-Forward,Calcio Padova,Italy,Valencia CF,Spain,3000000.0,1996
3050,Romário,Brazil,Centre-Forward,CR Flamengo,Brazil,Valencia CF,Spain,2500000.0,1996
3051,Gabi Moya,Spain,Midfield,Sevilla FC,Spain,Valencia CF,Spain,0.0,1996
3052,Javier Farinós,Spain,Defensive Midfield,Valencia CF B,Spain,Valencia CF,Spain,0.0,1996
3053,David Albelda,Spain,Defensive Midfield,Valencia CF B,Spain,Valencia CF,Spain,0.0,1996
3054,Predrag Mijatović,Montenegro,Centre-Forward,Valencia CF,Spain,Real Madrid,Spain,9000000.0,1996
3055,Mazinho,Brazil,Defensive Midfield,Valencia CF,Spain,Celta de Vigo,Spain,810000.0,1996
3056,Viola,Brazil,Centre-Forward,Valencia CF,Spain,Sociedade Esportiva Palmeiras,Brazil,?,1996
3057,Rafa Gómez,Spain,Goalkeeper,Valencia CF,Spain,Racing Ferrol,Spain,?,1996
3058,Carlos Arroyo,Spain,Midfield,Valencia CF,Spain,Villarreal CF,Spain,?,1996
3059,Aleksandr Mostovoy,Russia,Attacking Midfield,RC Strasbourg Alsace,France,Celta de Vigo,Spain,2000000.0,1996
3060,Haim Revivo,Israel,Attacking Midfield,Maccabi Haifa,Israel,Celta de Vigo,Spain,1000000.0,1996
3061,Mazinho,Brazil,Defensive Midfield,Valencia CF,Spain,Celta de Vigo,Spain,810000.0,1996
3062,Juanma Prieto,Spain,Centre-Forward,CP Mérida,Spain,Celta de Vigo,Spain,750000.0,1996
3063,Andoni Lakabeg,Spain,Right-Back,Athletic Bilbao,Spain,Celta de Vigo,Spain,120000.0,1996
3064,Adriano Teixeira,Brazil,Centre-Back,Sport Club do Recife,Brazil,Celta de Vigo,Spain,?,1996
3065,Moisés García,Spain,Centre-Forward,CD Leganés,Spain,Celta de Vigo,Spain,?,1996
3066,Chemo del Solar,Peru,Central Midfield,UD Salamanca,Spain,Celta de Vigo,Spain,?,1996
3067,Richard Dutruel,France,Goalkeeper,Paris Saint-Germain,France,Celta de Vigo,Spain,?,1996
3068,José Luis Diezma,Spain,Goalkeeper,Real Betis Balompié,Spain,Celta de Vigo,Spain,?,1996
3069,Josema,Spain,Right-Back,UD Salamanca,Spain,Celta de Vigo,Spain,?,1996
3070,Daniel Dutuel,France,Central Midfield,FC Girondins Bordeaux,France,Celta de Vigo,Spain,?,1996
3071,Javi González,Spain,Right Midfield,Celta de Vigo U19,Spain,Celta de Vigo,Spain,0.0,1996
3072,Toni Prats,Spain,Goalkeeper,Celta de Vigo,Spain,Real Betis Balompié,Spain,2400000.0,1996
3073,Mariano Hoyas,Spain,Right-Back,Celta de Vigo,Spain,CP Mérida,Spain,0.0,1996
3074,José Gil,Spain,Midfield,Celta de Vigo,Spain,Racing Ferrol,Spain,?,1996
3075,Goran Milojevic,Serbia,Midfield,Celta de Vigo,Spain,CP Mérida,Spain,?,1996
3076,Hermes Desio,Argentina,Defensive Midfield,Celta de Vigo,Spain,UD Salamanca,Spain,?,1996
3078,Rivaldo,Brazil,Second Striker,Sociedade Esportiva Palmeiras,Brazil,Deportivo de La Coruña,Spain,6000000.0,1996
3079,Flávio Conceição,Brazil,Central Midfield,Sociedade Esportiva Palmeiras,Brazil,Deportivo de La Coruña,Spain,5100000.0,1996
3080,Hélder Cristóvão,Portugal,Centre-Back,SL Benfica,Portugal,Deportivo de La Coruña,Spain,4099999.9999999995,1996
3081,Corentin Martins,France,Attacking Midfield,AJ Auxerre,France,Deportivo de La Coruña,Spain,3600000.0,1996
3082,Nuno Espírito Santo,Portugal,Goalkeeper,Vitória Guimarães SC,Portugal,Deportivo de La Coruña,Spain,2500000.0,1996
3083,Renaldo,Brazil,Centre-Forward,Clube Atlético Mineiro,Brazil,Deportivo de La Coruña,Spain,2100000.0,1996
3084,Sylvain Wiltord,France,Second Striker,Stade Rennais FC,France,Deportivo de La Coruña,Spain,1800000.0,1996
3085,Noureddine Naybet,Morocco,Centre-Back,Sporting CP,Portugal,Deportivo de La Coruña,Spain,1600000.0,1996
3086,Petr Kouba,Czech Republic,Goalkeeper,AC Sparta Prague,Czech Republic,Deportivo de La Coruña,Spain,1500000.0,1996
3087,Jérôme Bonnissel,France,Left-Back,Montpellier HSC,France,Deportivo de La Coruña,Spain,0.0,1996
3088,Armando Álvarez,Spain,Right-Back,Real Oviedo,Spain,Deportivo de La Coruña,Spain,?,1996
3089,Jacques Songo'o,Cameroon,Goalkeeper,FC Metz,France,Deportivo de La Coruña,Spain,?,1996
3090,Mickaël Madar,France,Centre-Forward,AS Monaco,France,Deportivo de La Coruña,Spain,?,1996
3091,José Luis Deus,Spain,Centre-Forward,RC Deportivo B,Spain,Deportivo de La Coruña,Spain,0.0,1996
3092,Bebeto,Brazil,Centre-Forward,Deportivo de La Coruña,Spain,CR Flamengo,Brazil,2500000.0,1996
3093,Braulio Vázquez,Spain,Right Winger,Deportivo de La Coruña,Spain,SC Farense,Portugal,0.0,1996
3094,Branko Milovanovic,Serbia,Attacking Midfield,Deportivo de La Coruña,Spain,Vitória Guimarães SC,Portugal,0.0,1996
3095,Francisco Liaño,Spain,Goalkeeper,Deportivo de La Coruña,Spain,Sporting Gijón,Spain,0.0,1996
3096,Javier Villarroya,Spain,Left Midfield,Deportivo de La Coruña,Spain,Sporting Gijón,Spain,?,1996
3097,Adolfo Aldana,Spain,Right Midfield,Deportivo de La Coruña,Spain,RCD Espanyol Barcelona,Spain,?,1996
3098,Luis López Rekarte,Spain,Right-Back,Deportivo de La Coruña,Spain,RCD Mallorca,Spain,?,1996
3099,Agustín Elduayen,Spain,Goalkeeper,Deportivo de La Coruña,Spain,Real Valladolid CF,Spain,?,1996
3100,Juan Canales,Spain,Goalkeeper,Deportivo de La Coruña,Spain,UD Las Palmas,Spain,?,1996
3101,Voro,Spain,Centre-Back,Deportivo de La Coruña,Spain,CD Logroñés,Spain,?,1996
3102,Pedro Riesco,Spain,Attack,Deportivo de La Coruña,Spain,Deportivo Alavés,Spain,?,1996
3103,Igor Gluscevic,Montenegro,Centre-Forward,FK Vojvodina Novi Sad,Serbia,CF Extremadura,Spain,0.0,1996
3104,Juanito Rodríguez,Spain,Centre-Back,Sevilla FC,Spain,CF Extremadura,Spain,?,1996
3105,José Soler,Spain,Midfield,Atlético de Madrid,Spain,CF Extremadura,Spain,?,1996
3106,Walter Silvani,Argentina,Centre-Forward,Club Universidad de Chile,Chile,CF Extremadura,Spain,?,1996
3107,Javi Pineda,Spain,Attacking Midfield,Sevilla FC,Spain,CF Extremadura,Spain,?,1996
3108,Alejandro Duré,Argentina,Centre-Forward,Club Ferro Carril Oeste,Argentina,CF Extremadura,Spain,?,1996
3109,Quique Estebaranz,Spain,Centre-Forward,Sevilla FC,Spain,CF Extremadura,Spain,?,1996
3110,José Basualdo,Argentina,Right Midfield,CA Boca Juniors,Argentina,CF Extremadura,Spain,?,1996
3111,Diego Rangel,Spain,Centre-Back,CF Extremadura B (- 2010),Spain,CF Extremadura,Spain,0.0,1996
3112,Manuel Mosquera,Spain,Centre-Forward,CF Extremadura,Spain,SD Compostela,Spain,0.0,1996
3113,Miguel Ángel Marín,Spain,Attack,CF Extremadura,Spain,UE Sant Andreu,Spain,?,1996
3114,José Luis,Spain,Attacking Midfield,CF Extremadura,Spain,CD Toledo,Spain,?,1996
3115,José,Spain,Midfield,CF Extremadura,Spain,Córdoba CF,Spain,?,1996
3116,Carlos Sastre,Spain,Midfield,CF Extremadura,Spain,SD Compostela,Spain,?,1996
3120,Nicolas Ouédec,France,Centre-Forward,FC Nantes,France,RCD Espanyol Barcelona,Spain,2300000.0,1996
3121,Miodrag Andjelkovic,Serbia,Centre-Forward,OFK Beograd,Serbia,RCD Espanyol Barcelona,Spain,?,1996
3122,Pascal Olmeta,France,Goalkeeper,Olympique Lyon,France,RCD Espanyol Barcelona,Spain,?,1996
3123,Adolfo Aldana,Spain,Right Midfield,Deportivo de La Coruña,Spain,RCD Espanyol Barcelona,Spain,?,1996
3124,Dominique Lemoine,Belgium,Attacking Midfield,Excelsior Mouscron (- 2009),Belgium,RCD Espanyol Barcelona,Spain,?,1996
3125,José Cobos,France,Left-Back,Paris Saint-Germain,France,RCD Espanyol Barcelona,Spain,?,1996
3126,Nenad Pralija,Croatia,Defensive Midfield,HNK Hajduk Split,Croatia,RCD Espanyol Barcelona,Spain,?,1996
3127,Favio Fernández,Argentina,Central Midfield,Club de Gimnasia y Esgrima La Plata,Argentina,RCD Espanyol Barcelona,Spain,?,1996
3128,Raúl Tamudo,Spain,Centre-Forward,RCD Espanyol B,Spain,RCD Espanyol Barcelona,Spain,0.0,1996
3129,Ismael Urzaiz,Spain,Centre-Forward,RCD Espanyol Barcelona,Spain,Athletic Bilbao,Spain,2550000.0,1996
3130,Miodrag Andjelkovic,Serbia,Centre-Forward,RCD Espanyol Barcelona,Spain,Almería CF,Spain,?,1996
3131,Miguel,Spain,Defence,RCD Espanyol Barcelona,Spain,UD Salamanca,Spain,?,1996
3132,Favio Fernández,Argentina,Central Midfield,RCD Espanyol Barcelona,Spain,CA Independiente,Argentina,?,1996
3133,Darko Kovacevic,Serbia,Centre-Forward,Sheffield Wednesday,England,Real Sociedad,Spain,8000000.0,1996
3134,Juan Gómez,Argentina,Centre-Back,CA River Plate,Argentina,Real Sociedad,Spain,3020000.0,1996
3135,Hakan Mild,Sweden,Central Midfield,IFK Göteborg,Sweden,Real Sociedad,Spain,1050000.0,1996
3136,Mutiu Adepoju,Nigeria,Central Midfield,Racing Santander,Spain,Real Sociedad,Spain,?,1996
3137,Mikel Aranburu,Spain,Defensive Midfield,Real Sociedad B,Spain,Real Sociedad,Spain,0.0,1996
3138,Raúl Iglesias,Spain,Goalkeeper,Real Sociedad B,Spain,Real Sociedad,Spain,0.0,1996
3139,Aitor Aldeondo,Spain,Centre-Forward,Real Sociedad B,Spain,Real Sociedad,Spain,0.0,1996
3140,Valeriy Karpin,Russia,Right Midfield,Real Sociedad,Spain,Valencia CF,Spain,6000000.0,1996
3141,Marcus Pürk,Austria,Centre-Forward,Real Sociedad,Spain,SK Sturm Graz,Austria,?,1996
3142,Unai Emery,Spain,Left Midfield,Real Sociedad,Spain,CD Toledo,Spain,?,1996
3143,Miguel Ramírez,Chile,Centre-Back,Real Sociedad,Spain,CF Monterrey,Mexico,?,1996
3145,Juan Esnáider,Argentina,Centre-Forward,Real Madrid,Spain,Atlético de Madrid,Spain,2400000.0,1996
3146,Juan Carlos Aguilera,Spain,Right-Back,CD Tenerife,Spain,Atlético de Madrid,Spain,1680000.0,1996
3147,Radek Bejbl,Czech Republic,Defensive Midfield,SK Slavia Prague,Czech Republic,Atlético de Madrid,Spain,900000.0,1996
3148,Daniel Prodan,Romania,Centre-Back,Steaua Bucharest,Romania,Atlético de Madrid,Spain,350000.0,1996
3149,Santiago Ezquerro,Spain,Centre-Forward,CA Osasuna,Spain,Atlético de Madrid,Spain,180000.0,1996
3150,Pablo Alfaro,Spain,Centre-Back,Racing Santander,Spain,Atlético de Madrid,Spain,0.0,1996
3151,Veljko Paunovic,Serbia,Centre-Forward,Club Atlético Marbella,Spain,Atlético de Madrid,Spain,?,1996
3152,Djordje Tomic,Serbia,Central Midfield,EA Guingamp,France,Atlético de Madrid,Spain,?,1996
3153,Yordi,Spain,Centre-Forward,Sevilla FC,Spain,Atlético de Madrid,Spain,?,1996
3154,Diego Simeone,Argentina,Central Midfield,Atlético de Madrid,Spain,FC Internazionale,Italy,6000000.0,1996
3155,Lyuboslav Penev,Bulgaria,Centre-Forward,Atlético de Madrid,Spain,SD Compostela,Spain,1800000.0,1996
3156,Dani,Spain,Right-Back,Atlético de Madrid,Spain,CD Tenerife,Spain,600000.0,1996
3157,Pirri Mori,Spain,Attacking Midfield,Atlético de Madrid,Spain,SD Compostela,Spain,?,1996
3158,José Soler,Spain,Midfield,Atlético de Madrid,Spain,CF Extremadura,Spain,?,1996
3159,Tomás Reñones,Spain,Right-Back,Atlético de Madrid,Spain,Club Atlético Marbella,Spain,?,1996
3160,Vladimir Beschastnykh,Russia,Centre-Forward,SV Werder Bremen,Germany,Racing Santander,Spain,2000000.0,1996
3161,Dejan Petkovic,Serbia,Attacking Midfield,Real Madrid,Spain,Racing Santander,Spain,1000000.0,1996
3162,Paco Sanz,Spain,Right Midfield,Real Oviedo,Spain,Racing Santander,Spain,?,1996
3163,Fernando Marcos,Spain,Goalkeeper,Albacete Balompié,Spain,Racing Santander,Spain,?,1996
3164,José Luis Zalazar,Uruguay,Attacking Midfield,Albacete Balompié,Spain,Racing Santander,Spain,?,1996
3165,Javi López,Spain,Left-Back,CD Leganés,Spain,Racing Santander,Spain,?,1996
3166,Javi Sánchez Jara,Spain,Right-Back,Real Betis Balompié,Spain,Racing Santander,Spain,?,1996
3167,Gabriel Schürrer,Argentina,Centre-Back,Club Atlético Lanús,Argentina,Racing Santander,Spain,?,1996
3168,Sergey Shustikov,Russia,Defensive Midfield,Torpedo Moskau,Russia,Racing Santander,Spain,?,1996
3169,Fernando Morán,Spain,Right Midfield,Real Madrid B,Spain,Racing Santander,Spain,?,1996
3170,Diego López,Uruguay,Centre-Back,CA River Plate Montevideo,Uruguay,Racing Santander,Spain,?,1996
3171,Mario Bermejo,Spain,Second Striker,Rayo Cantabria,Spain,Racing Santander,Spain,0.0,1996
3172,Dmitriy Ulyanov,Russia,Attacking Midfield,CSKA Moscow,Russia,Racing Santander,Spain,0.0,1996
3173,Luis Fernández,Spain,Left-Back,Racing Santander,Spain,Real Betis Balompié,Spain,1320000.0,1996
3174,Pablo Alfaro,Spain,Centre-Back,Racing Santander,Spain,Atlético de Madrid,Spain,0.0,1996
3175,Tomás González,Spain,Midfield,Racing Santander,Spain,Marino Luanco,Spain,?,1996
3176,Chus Herrera,Spain,Midfield,Racing Santander,Spain,Racing Ferrol,Spain,?,1996
3177,Mutiu Adepoju,Nigeria,Central Midfield,Racing Santander,Spain,Real Sociedad,Spain,?,1996
3178,Dmitriy Popov,Russia,Right-Back,Racing Santander,Spain,SD Compostela,Spain,?,1996
3180,Dmitriy Ulyanov,Russia,Attacking Midfield,Racing Santander,Spain,CSKA Moscow,Russia,0.0,1996
3181,Ismael Urzaiz,Spain,Centre-Forward,RCD Espanyol Barcelona,Spain,Athletic Bilbao,Spain,2550000.0,1996
3182,Bixente Lizarazu,France,Left-Back,FC Girondins Bordeaux,France,Athletic Bilbao,Spain,1860000.0,1996
3183,José Mari,Spain,Attacking Midfield,Real Betis Balompié,Spain,Athletic Bilbao,Spain,1500000.0,1996
3184,César Caneda,Spain,Centre-Back,Athletic Bilbao B,Spain,Athletic Bilbao,Spain,0.0,1996
3185,Imanol Etxeberria,Spain,Goalkeeper,Athletic Bilbao B,Spain,Athletic Bilbao,Spain,0.0,1996
3186,Sergio Korino,Spain,Centre-Back,Athletic Bilbao B,Spain,Athletic Bilbao,Spain,0.0,1996
3187,Edu Alonso,Spain,Right-Back,Athletic Bilbao B,Spain,Athletic Bilbao,Spain,0.0,1996
3188,Ander Garitano,Spain,Left Midfield,Athletic Bilbao,Spain,Real Zaragoza,Spain,900000.0,1996
3189,Andoni Lakabeg,Spain,Right-Back,Athletic Bilbao,Spain,Celta de Vigo,Spain,120000.0,1996
3190,Ricardo Mendiguren,Spain,Centre-Forward,Athletic Bilbao,Spain,UD Las Palmas,Spain,96000.0,1996
3191,Jon Ander Lambea,Spain,Defensive Midfield,Athletic Bilbao,Spain,Almería CF,Spain,?,1996
3192,Txutxi,Spain,Centre-Back,Athletic Bilbao,Spain,UE Lleida,Spain,?,1996
3193,Ernesto Valverde,Spain,Centre-Forward,Athletic Bilbao,Spain,RCD Mallorca,Spain,?,1996
3194,José Manuel Galdames,Spain,Centre-Back,Athletic Bilbao,Spain,SD Compostela,Spain,?,1996
3195,Jorge Aizkorreta,Spain,Goalkeeper,Athletic Bilbao,Spain,CD Logroñés,Spain,?,1996
3196,Zé Roberto,Brazil,Left Midfield,Portuguesa,Brazil,Real Madrid,Spain,9000000.0,1996
3197,Predrag Mijatović,Montenegro,Centre-Forward,Valencia CF,Spain,Real Madrid,Spain,9000000.0,1996
3198,Clarence Seedorf,Netherlands,Central Midfield,UC Sampdoria,Italy,Real Madrid,Spain,8600000.0,1996
3199,Roberto Carlos,Brazil,Left-Back,FC Internazionale,Italy,Real Madrid,Spain,6000000.0,1996
3200,Christian Panucci,Italy,Right-Back,Milan AC,Italy,Real Madrid,Spain,4130000.0,1996
3201,Davor Suker,Croatia,Centre-Forward,Sevilla FC,Spain,Real Madrid,Spain,3600000.0,1996
3202,Bodo Illgner,Germany,Goalkeeper,1.FC Köln,Germany,Real Madrid,Spain,2000000.0,1996
3203,Secretário,Portugal,Right-Back,FC Porto,Portugal,Real Madrid,Spain,1500000.0,1996
3204,Guti,Spain,Central Midfield,Real Madrid B,Spain,Real Madrid,Spain,0.0,1996
3205,Juan Esnáider,Argentina,Centre-Forward,Real Madrid,Spain,Atlético de Madrid,Spain,2400000.0,1996
3206,Dejan Petkovic,Serbia,Attacking Midfield,Real Madrid,Spain,Racing Santander,Spain,1000000.0,1996
3207,Michael Laudrup,Denmark,Attacking Midfield,Real Madrid,Spain,Vissel Kobe,Japan,0.0,1996
3208,Antonio Gómez,Spain,Midfield,Real Madrid,Spain,Sevilla FC,Spain,0.0,1996
3209,Luis Miguel Ramis,Spain,Centre-Back,Real Madrid,Spain,Sevilla FC,Spain,0.0,1996
3210,Iván Zamorano,Chile,Centre-Forward,Real Madrid,Spain,FC Internazionale,Italy,0.0,1996
3211,Luis Enrique,Spain,Right Midfield,Real Madrid,Spain,FC Barcelona,Spain,0.0,1996
3212,Freddy Rincón,Colombia,Central Midfield,Real Madrid,Spain,Sociedade Esportiva Palmeiras,Brazil,?,1996
3213,Quique Sánchez Flores,Spain,Right-Back,Real Madrid,Spain,Real Zaragoza,Spain,?,1996
3214,Miquel Soler,Spain,Left-Back,Real Madrid,Spain,Real Zaragoza,Spain,?,1996
3215,Michel,Spain,Right Midfield,Real Madrid,Spain,Atlético Celaya,Mexico,?,1996
3216,Matías Almeyda,Argentina,Defensive Midfield,CA River Plate,Argentina,Sevilla FC,Spain,7700000.0,1996
3217,Bebeto,Brazil,Centre-Forward,CR Flamengo,Brazil,Sevilla FC,Spain,3600000.0,1996
3218,Ivica Mornar,Croatia,Centre-Forward,Eintracht Frankfurt,Germany,Sevilla FC,Spain,2700000.0,1996
3219,Robert Prosinecki,Croatia,Central Midfield,FC Barcelona,Spain,Sevilla FC,Spain,1670000.0,1996
3220,Vasilios Tsiartas,Greece,Attacking Midfield,AEK Athens,Greece,Sevilla FC,Spain,1500000.0,1996
3221,Cristian Colusso,Argentina,Attack,CA Rosario Central,Argentina,Sevilla FC,Spain,1200000.0,1996
3222,Mirsad Hibic,Bosnia-Herzegovina,Centre-Back,HNK Hajduk Split,Croatia,Sevilla FC,Spain,700000.0,1996
